date,close
2026-01-15,21.23
2026-01-16,21.26
2026-01-19,21.21
2026-01-20,21.12
2026-01-21,21.28
2026-01-22,21.26
2026-01-23,21.29
2026-01-26,20.78
2026-01-27,20.88
2026-01-28,20.87
2026-01-29,20.74
2026-01-30,20.50
2026-02-02,20.17
2026-02-03,20.31
2026-02-04,20.01
2026-02-05,20.12
2026-02-06,19.99
2026-02-09,19.95
2026-02-10,19.76
2026-02-11,19.94
2026-02-12,19.97
2026-02-13,20.12
2026-02-16,20.08
2026-02-17,20.08
2026-02-18,20.13
2026-02-19,19.91
2026-02-20,19.80
2026-02-23,19.99
2026-02-24,19.94
2026-02-25,19.92
2026-02-26,19.98
2026-02-27,19.62
2026-03-02,19.66
2026-03-03,19.43
2026-03-04,19.20
2026-03-05,19.21
2026-03-06,19.07
2026-03-09,19.14
2026-03-10,19.04
2026-03-11,19.29
2026-03-12,19.22
2026-03-13,19.37
2026-03-16,19.25
2026-03-17,19.46
2026-03-18,19.22
2026-03-19,19.06
2026-03-20,19.06
2026-03-23,19.00
2026-03-24,19.14
2026-03-25,19.20
2026-03-26,19.04
2026-03-27,19.05
2026-03-30,19.04
2026-03-31,19.02
2026-04-01,19.09
2026-04-02,19.25
2026-04-03,19.39
2026-04-06,19.71
2026-04-07,19.74
2026-04-08,19.62
2026-04-09,19.53
2026-04-10,19.69
2026-04-13,19.79
2026-04-14,19.92
2026-04-15,19.79
2026-04-16,20.05
2026-04-17,19.93
2026-04-20,20.11
2026-04-21,20.12
2026-04-22,20.34
2026-04-23,20.06
2026-04-24,20.29
2026-04-27,20.10
2026-04-28,20.24
2026-04-29,20.33
2026-04-30,20.54
2026-05-01,20.32
2026-05-04,20.33
2026-05-05,20.21
2026-05-06,20.17
2026-05-07,20.50
2026-05-08,20.51
2026-05-11,20.27
2026-05-12,20.25
2026-05-13,20.41
2026-05-14,20.35
2026-05-15,20.31
2026-05-18,20.46
2026-05-19,20.67
2026-05-20,20.42
2026-05-21,20.28
2026-05-22,19.94
2026-05-25,19.76
2026-05-26,19.73
2026-05-27,19.77
2026-05-28,19.67
2026-05-29,19.60
2026-06-01,19.49
2026-06-02,19.46
2026-06-03,19.45
2026-06-04,19.44
2026-06-05,19.56
2026-06-08,19.40
2026-06-09,19.51
2026-06-10,19.48
2026-06-11,19.57
2026-06-12,19.54
2026-06-15,19.52
2026-06-16,19.58
2026-06-17,19.85
2026-06-18,19.94
2026-06-19,19.97
2026-06-22,19.91
2026-06-23,19.76
2026-06-24,19.58
2026-06-25,19.64
2026-06-26,19.42
2026-06-29,19.28
2026-06-30,19.40
2026-07-01,19.23
2026-07-02,19.03
2026-07-03,19.02
2026-07-06,19.08
2026-07-07,19.01
2026-07-08,19.03
2026-07-09,19.15
2026-07-10,19.30
2026-07-13,19.45
2026-07-14,19.47
2026-07-15,19.27
2026-07-16,19.45
2026-07-17,19.40
2026-07-20,19.37
2026-07-21,19.33
2026-07-22,19.13
2026-07-23,18.78
2026-07-24,18.48
2026-07-27,18.22
2026-07-28,18.12
2026-07-29,18.22
2026-07-30,18.19
2026-07-31,18.13
2026-08-03,18.29
2026-08-04,18.26
2026-08-05,17.99
2026-08-06,18.04
2026-08-07,17.98
2026-08-10,17.89
2026-08-11,17.90
2026-08-12,17.82
2026-08-13,17.70
2026-08-14,17.78
2026-08-17,17.82
2026-08-18,17.84
2026-08-19,17.97
2026-08-20,17.79
2026-08-21,17.53
