date,close
2026-04-24,29618.71
2026-04-27,28573.00
2026-04-28,28540.16
2026-04-29,28469.44
2026-04-30,28409.79
2026-05-01,28840.31
2026-05-04,27469.11
2026-05-05,28549.29
2026-05-06,28908.25
2026-05-07,29842.09
2026-05-08,30254.16
2026-05-11,31424.02
2026-05-12,33962.85
2026-05-13,32965.11
2026-05-14,33885.75
2026-05-15,32157.46
2026-05-18,32576.85
2026-05-19,32727.19
2026-05-20,34251.72
2026-05-21,35047.86
2026-05-22,35013.84
2026-05-25,35982.12
2026-05-26,33754.15
2026-05-27,32950.73
2026-05-28,33697.90
2026-05-29,31497.09
2026-06-01,32847.40
2026-06-02,31242.59
2026-06-03,30253.81
2026-06-04,33336.70
2026-06-05,33379.17
2026-06-08,32564.42
2026-06-09,30820.62
2026-06-10,31329.34
2026-06-11,29834.90
2026-06-12,32755.15
2026-06-15,29524.08
2026-06-16,29462.08
2026-06-17,30086.84
2026-06-18,29663.09
2026-06-19,30296.87
2026-06-22,28885.96
2026-06-23,29902.31
2026-06-24,30215.56
2026-06-25,30794.97
2026-06-26,30633.42
2026-06-29,29846.08
2026-06-30,29218.45
2026-07-01,30640.06
2026-07-02,31368.48
2026-07-03,30280.68
2026-07-06,29904.64
2026-07-07,30417.56
2026-07-08,32087.10
2026-07-09,31135.81
2026-07-10,31762.64
2026-07-13,32089.69
2026-07-14,32534.40
2026-07-15,34271.15
2026-07-16,34091.99
2026-07-17,35227.76
2026-07-20,34481.69
2026-07-21,33930.09
2026-07-22,33068.27
2026-07-23,33354.24
2026-07-24,35377.45
2026-07-27,34053.31
2026-07-28,35384.17
2026-07-29,36177.33
2026-07-30,36102.71
2026-07-31,38298.24
2026-08-03,39807.75
2026-08-04,37439.77
2026-08-05,37511.33
2026-08-06,37562.14
2026-08-07,39629.66
2026-08-10,42109.88
2026-08-11,41418.70
2026-08-12,42059.34
2026-08-13,41153.84
2026-08-14,43088.95
2026-08-17,43044.08
2026-08-18,45665.95
2026-08-19,44352.35
2026-08-20,44098.35
2026-08-21,44138.78
